t,Ekin,Epot,Etot
0.0753333,0.0644767,0.11273,0.177206
0.0755,0.0646935,0.112513,0.177206
0.0756667,0.0650693,0.112137,0.177206
0.0758333,0.0656001,0.111605,0.177206
0.076,0.0662802,0.110925,0.177205
0.0761667,0.067102,0.110103,0.177205
0.0763333,0.0680568,0.109147,0.177204
0.0765,0.0691343,0.108069,0.177203
0.0766667,0.0703229,0.106879,0.177202
0.0768333,0.0716103,0.105591,0.177202
0.077,0.072983,0.104218,0.177201
0.0771667,0.074427,0.102773,0.1772
0.0773333,0.0759277,0.101271,0.177199
0.0775,0.0774704,0.0997275,0.177198
0.0776667,0.0790404,0.0981566,0.177197
0.0778333,0.0806228,0.0965733,0.177196
0.078,0.0822034,0.0949918,0.177195
0.0781667,0.0837683,0.0934261,0.177194
0.0783333,0.0853043,0.0918893,0.177194
0.0785,0.0867991,0.0903938,0.177193
0.0786667,0.0882413,0.088951,0.177192
0.0788333,0.0896205,0.0875712,0.177192
0.079,0.0909275,0.0862637,0.177191
0.0791667,0.0921544,0.0850363,0.177191
0.0793333,0.0932945,0.0838959,0.17719
0.0795,0.0943424,0.0828478,0.17719
0.0796667,0.0952939,0.0818961,0.17719
0.0798333,0.0961462,0.0810437,0.17719
0.08,0.0968978,0.0802921,0.17719
0.0801667,0.0975482,0.0796417,0.17719
0.0803333,0.0980982,0.0790919,0.17719
0.0805,0.0985494,0.0786407,0.17719
0.0806667,0.0989048,0.0782856,0.17719
0.0808333,0.0991678,0.0780229,0.177191
0.081,0.0993427,0.0778483,0.177191
0.0811667,0.0994346,0.0777568,0.177191
0.0813333,0.0994489,0.0777429,0.177192
0.0815,0.0993915,0.0778006,0.177192
0.0816667,0.0992687,0.0779238,0.177193
0.0818333,0.0990869,0.078106,0.177193
0.082,0.0988527,0.0783406,0.177193
0.0821667,0.0985725,0.0786212,0.177194
0.0823333,0.0982529,0.0789412,0.177194
0.0825,0.0979002,0.0792943,0.177195
0.0826667,0.0975204,0.0796745,0.177195
0.0828333,0.0971194,0.0800759,0.177195
0.083,0.0967026,0.0804929,0.177196
0.0831667,0.0962752,0.0809206,0.177196
0.0833333,0.095842,0.0813541,0.177196
0.0835,0.0954072,0.0817891,0.177196
0.0836667,0.0949747,0.0822218,0.177197
0.0838333,0.094548,0.0826487,0.177197
0.084,0.0941301,0.0830668,0.177197
0.0841667,0.0937236,0.0834735,0.177197
0.0843333,0.0933306,0.0838666,0.177197
0.0845,0.092953,0.0842443,0.177197
0.0846667,0.0925921,0.0846052,0.177197
0.0848333,0.0922491,0.0849483,0.177197
0.085,0.0919246,0.0852728,0.177197
0.0851667,0.0916193,0.0855781,0.177197
0.0853333,0.0913331,0.0858643,0.177197
0.0855,0.0910663,0.0861311,0.177197
0.0856667,0.0908184,0.0863789,0.177197
0.0858333,0.0905892,0.0866081,0.177197
0.086,0.090378,0.0868192,0.177197
0.0861667,0.0901843,0.0870129,0.177197
0.0863333,0.0900072,0.0871899,0.177197
0.0865,0.089846,0.0873511,0.177197
0.0866667,0.0896998,0.0874973,0.177197
0.0868333,0.0895676,0.0876295,0.177197
0.087,0.0894485,0.0877485,0.177197
0.0871667,0.0893416,0.0878553,0.177197
0.0873333,0.089246,0.0879508,0.177197
0.0875,0.0891608,0.088036,0.177197
0.0876667,0.0890851,0.0881117,0.177197
0.0878333,0.089018,0.0881787,0.177197
0.088,0.0889589,0.0882378,0.177197
0.0881667,0.0889068,0.0882898,0.177197
0.0883333,0.0888611,0.0883354,0.177197
0.0885,0.0888212,0.0883753,0.177197
0.0886667,0.0887864,0.08841,0.177196
0.0888333,0.0887562,0.0884402,0.177196
0.089,0.08873,0.0884664,0.177196
0.0891667,0.0887074,0.088489,0.177196
0.0893333,0.088688,0.0885084,0.177196
0.0895,0.0886712,0.0885251,0.177196
0.0896667,0.0886569,0.0885394,0.177196
0.0898333,0.0886447,0.0885516,0.177196
0.09,0.0886343,0.088562,0.177196
0.0901667,0.0886255,0.0885708,0.177196
0.0903333,0.088618,0.0885783,0.177196
0.0905,0.0886116,0.0885847,0.177196
0.0906667,0.0886062,0.08859,0.177196
0.0908333,0.0886017,0.0885946,0.177196
0.091,0.0885978,0.0885984,0.177196
0.0911667,0.0885946,0.0886016,0.177196
